[00:00:00.000 --> 00:00:03.000]  大家學就應該學明白
[01:20:53.280 --> 01:20:54.280]  好
[01:20:54.280 --> 01:20:55.280]  好
[01:20:55.280 --> 01:20:56.280]  好
[01:20:56.280 --> 01:20:57.280]  好
[01:20:57.280 --> 01:20:58.280]  好
[01:20:58.280 --> 01:20:59.280]  好
[01:20:59.280 --> 01:21:00.280]  好
[01:21:00.280 --> 01:21:01.280]  好
[01:21:01.280 --> 01:21:02.280]  好
[01:21:02.280 --> 01:21:03.280]  好
[01:21:03.280 --> 01:21:04.280]  好
[01:21:04.280 --> 01:21:05.280]  好
[01:21:05.280 --> 01:21:06.280]  好
[01:21:06.280 --> 01:21:07.280]  好
[01:21:07.280 --> 01:21:08.280]  好
[01:21:08.280 --> 01:21:09.280]  好
[01:21:09.280 --> 01:21:10.280]  好
[01:21:10.280 --> 01:21:11.280]  好
[01:21:11.280 --> 01:21:12.280]  好
[01:21:12.280 --> 01:21:13.280]  好
[01:21:13.280 --> 01:21:14.280]  好
[01:21:16.280 --> 01:21:17.280]  好
[01:21:17.280 --> 01:21:18.280]  好
[01:21:18.280 --> 01:21:19.280]  好
[01:21:19.280 --> 01:21:20.280]  好
[01:21:20.280 --> 01:21:21.280]  好
[01:21:21.280 --> 01:21:22.280]  好
[01:21:22.280 --> 01:21:23.280]  好
[01:21:23.280 --> 01:21:24.280]  好
[01:21:24.280 --> 01:21:25.280]  好
[01:21:25.280 --> 01:21:26.280]  好
[01:21:26.280 --> 01:21:27.280]  好
[01:21:27.280 --> 01:21:28.280]  好
[01:21:28.280 --> 01:21:29.280]  好
[01:21:29.280 --> 01:21:30.280]  好
[01:21:30.280 --> 01:21:31.280]  好
[01:21:31.280 --> 01:21:32.280]  好
[01:21:32.280 --> 01:21:33.280]  好
[01:21:33.280 --> 01:21:34.280]  好
[01:21:34.280 --> 01:21:35.280]  好
[01:21:35.280 --> 01:21:36.280]  好
[01:21:36.280 --> 01:21:37.280]  好
[01:21:37.280 --> 01:21:38.280]  好
[01:21:38.280 --> 01:21:39.280]  好
[01:21:39.280 --> 01:21:40.280]  好
[01:21:40.280 --> 01:21:41.280]  好
[01:21:41.280 --> 01:21:42.280]  好
[01:21:42.280 --> 01:21:43.280]  好
[01:21:43.280 --> 01:21:44.280]  好
[01:21:44.280 --> 01:21:45.280]  好
[01:21:45.280 --> 01:21:46.280]  好
[01:21:46.280 --> 01:21:47.280]  好
[01:21:47.280 --> 01:21:48.280]  好
[01:21:48.280 --> 01:21:49.280]  好
[01:21:49.280 --> 01:21:50.280]  好
[01:21:50.280 --> 01:21:51.280]  好
[01:21:51.280 --> 01:21:52.280]  好
[01:21:52.280 --> 01:21:53.280]  好
[01:21:53.280 --> 01:21:54.280]  好
[01:21:54.280 --> 01:21:55.280]  好
[01:21:55.280 --> 01:21:56.280]  好
[01:21:56.280 --> 01:21:57.280]  好
[01:21:57.280 --> 01:21:58.280]  好
[01:21:58.280 --> 01:21:59.280]  好
[01:21:59.280 --> 01:22:00.280]  好
[01:22:00.280 --> 01:22:01.280]  好
[01:22:01.280 --> 01:22:02.280]  好
[01:22:02.280 --> 01:22:03.280]  好
[01:22:03.280 --> 01:22:04.280]  好
[01:22:04.280 --> 01:22:05.280]  好
[01:22:05.280 --> 01:22:06.280]  好
[01:22:06.280 --> 01:22:07.280]  好
[01:22:07.280 --> 01:22:08.280]  好
[01:22:08.280 --> 01:22:09.280]  好
[01:22:09.280 --> 01:22:10.280]  好
[01:22:10.280 --> 01:22:11.280]  好
[01:22:11.280 --> 01:22:12.280]  好
[01:22:12.280 --> 01:22:13.280]  好
[01:22:13.280 --> 01:22:14.280]  好
[01:22:16.280 --> 01:22:17.280]  好
[01:22:17.280 --> 01:22:18.280]  好
[01:22:18.280 --> 01:22:19.280]  好
[01:22:19.280 --> 01:22:20.280]  好
[01:22:20.280 --> 01:22:21.280]  好
[01:22:21.280 --> 01:22:22.280]  好
[01:22:22.280 --> 01:22:23.280]  好
[01:22:23.280 --> 01:22:24.280]  好
[01:22:24.280 --> 01:22:25.280]  好
[01:22:25.280 --> 01:22:26.280]  好
[01:22:26.280 --> 01:22:27.280]  好
[01:22:27.280 --> 01:22:28.280]  好
[01:22:28.280 --> 01:22:29.280]  好
[01:22:29.280 --> 01:22:30.280]  好
[01:22:30.280 --> 01:22:31.280]  好
[01:22:31.280 --> 01:22:32.280]  好
[01:22:32.280 --> 01:22:33.280]  好
[01:22:33.280 --> 01:22:34.280]  好
[01:22:34.280 --> 01:22:35.280]  好
[01:22:35.280 --> 01:22:36.280]  好
[01:22:36.280 --> 01:22:37.280]  好
[01:22:37.280 --> 01:22:38.280]  好
[01:22:38.280 --> 01:22:39.280]  好
[01:22:39.280 --> 01:22:40.280]  好
[01:22:40.280 --> 01:22:41.280]  好
[01:22:41.280 --> 01:22:42.280]  好
[01:22:42.280 --> 01:22:43.280]  好
[01:22:43.280 --> 01:22:44.280]  好
[01:22:44.280 --> 01:22:45.280]  好
[01:22:45.280 --> 01:22:46.280]  好
[01:22:46.280 --> 01:22:47.280]  好
[01:22:47.280 --> 01:22:48.280]  好
[01:22:48.280 --> 01:22:49.280]  好
[01:22:49.280 --> 01:22:50.280]  好
[01:22:50.280 --> 01:22:51.280]  好
[01:22:51.280 --> 01:22:52.280]  好
[01:22:52.280 --> 01:22:53.280]  好
[01:22:53.280 --> 01:22:54.280]  好
[01:22:54.280 --> 01:22:55.280]  好
[01:22:55.280 --> 01:22:56.280]  好
[01:22:56.280 --> 01:22:57.280]  好
[01:22:57.280 --> 01:22:58.280]  好
[01:22:58.280 --> 01:22:59.280]  好
[01:22:59.280 --> 01:23:00.280]  好
[01:23:00.280 --> 01:23:01.280]  好
[01:23:01.280 --> 01:23:02.280]  好
[01:23:02.280 --> 01:23:03.280]  好
[01:23:03.280 --> 01:23:04.280]  好
[01:23:04.280 --> 01:23:05.280]  好
[01:23:05.280 --> 01:23:06.280]  好
[01:23:06.280 --> 01:23:07.280]  好
[01:23:07.280 --> 01:23:08.280]  好
[01:23:08.280 --> 01:23:09.280]  好
[01:23:09.280 --> 01:23:10.280]  好
[01:23:10.280 --> 01:23:11.280]  好
[01:23:11.280 --> 01:23:12.280]  好
[01:23:12.280 --> 01:23:13.280]  好
[01:23:13.280 --> 01:23:14.280]  好
[01:23:14.280 --> 01:23:15.280]  好
[01:23:15.280 --> 01:23:16.280]  好
[01:23:16.280 --> 01:23:17.280]  好
[01:23:17.280 --> 01:23:18.280]  好
[01:23:18.280 --> 01:23:19.280]  好
[01:23:19.280 --> 01:23:20.280]  好
[01:23:20.280 --> 01:23:21.280]  好
[01:23:21.280 --> 01:23:22.280]  好
[01:23:22.280 --> 01:23:23.280]  好
[01:23:23.280 --> 01:23:24.280]  好
[01:23:24.280 --> 01:23:25.280]  好
[01:23:25.280 --> 01:23:26.280]  好
[01:23:26.280 --> 01:23:27.280]  好
[01:23:27.280 --> 01:23:28.280]  好
[01:23:28.280 --> 01:23:29.280]  好
[01:23:29.280 --> 01:23:30.280]  好
[01:23:30.280 --> 01:23:31.280]  好
[01:23:31.280 --> 01:23:32.280]  好
[01:23:32.280 --> 01:23:33.280]  好
[01:23:33.280 --> 01:23:34.280]  好
[01:23:34.280 --> 01:23:35.280]  好
[01:23:35.280 --> 01:23:36.280]  好
[01:23:36.280 --> 01:23:37.280]  好
[01:23:37.280 --> 01:23:38.280]  好
[01:23:38.280 --> 01:23:39.280]  好
[01:23:39.280 --> 01:23:40.280]  好
[01:23:40.280 --> 01:23:41.280]  好
[01:23:41.280 --> 01:23:42.280]  好
[01:23:42.280 --> 01:23:43.280]  好
[01:23:43.280 --> 01:23:44.280]  好
[01:23:44.280 --> 01:23:45.280]  好
[01:23:45.280 --> 01:23:46.280]  好
[01:23:46.280 --> 01:23:47.280]  好
[01:23:47.280 --> 01:23:48.280]  好
[01:23:48.280 --> 01:23:49.280]  好
[01:23:49.280 --> 01:23:50.280]  好
[01:23:50.280 --> 01:23:51.280]  好
[01:23:51.280 --> 01:23:52.280]  好
[01:23:52.280 --> 01:23:53.280]  好
[01:23:53.280 --> 01:23:54.280]  好
[01:23:54.280 --> 01:23:55.280]  好
[01:23:55.280 --> 01:23:56.280]  好
[01:23:56.280 --> 01:23:57.280]  好
[01:23:57.280 --> 01:23:58.280]  好
[01:23:58.280 --> 01:23:59.280]  好
[01:23:59.280 --> 01:24:00.280]  好
[01:24:00.280 --> 01:24:01.280]  好
[01:24:01.280 --> 01:24:02.280]  好
[01:24:02.280 --> 01:24:03.280]  好
[01:24:03.280 --> 01:24:04.280]  好
[01:24:04.280 --> 01:24:05.280]  好
[01:24:05.280 --> 01:24:06.280]  好
[01:24:06.280 --> 01:24:07.280]  好
[01:24:07.280 --> 01:24:08.280]  好
[01:24:08.280 --> 01:24:09.280]  好
[01:24:09.280 --> 01:24:10.280]  好
[01:24:10.280 --> 01:24:11.280]  好
[01:24:11.280 --> 01:24:12.280]  好
[01:24:12.280 --> 01:24:13.280]  好
[01:24:13.280 --> 01:24:14.280]  好
[01:24:14.280 --> 01:24:15.280]  好
[01:24:15.280 --> 01:24:16.280]  好
[01:24:16.280 --> 01:24:17.280]  好
[01:24:17.280 --> 01:24:18.280]  好
[01:24:18.280 --> 01:24:19.280]  好
[01:24:19.280 --> 01:24:20.280]  好
[01:24:20.280 --> 01:24:21.280]  好
[01:24:21.280 --> 01:24:22.280]  好
[01:24:22.280 --> 01:24:23.280]  好
[01:24:23.280 --> 01:24:24.280]  好
[01:24:24.280 --> 01:24:25.280]  好
[01:24:25.280 --> 01:24:26.280]  好
[01:24:26.280 --> 01:24:27.280]  好
[01:24:27.280 --> 01:24:28.280]  好
[01:24:28.280 --> 01:24:29.280]  好
[01:24:29.280 --> 01:24:30.280]  好
[01:24:30.280 --> 01:24:31.280]  好
[01:24:31.280 --> 01:24:32.280]  好
[01:24:32.280 --> 01:24:33.280]  好
[01:24:33.280 --> 01:24:34.280]  好
[01:24:34.280 --> 01:24:35.280]  好
[01:24:35.280 --> 01:24:36.280]  好
[01:24:36.280 --> 01:24:37.280]  好
[01:24:37.280 --> 01:24:38.280]  好
[01:24:38.280 --> 01:24:39.280]  好
[01:24:39.280 --> 01:24:40.280]  好
[01:24:40.280 --> 01:24:41.280]  好
[01:24:41.280 --> 01:24:42.280]  好
[01:24:42.280 --> 01:24:43.280]  好
[01:24:43.280 --> 01:24:44.280]  好
[01:24:44.280 --> 01:24:45.280]  好
[01:24:45.280 --> 01:24:46.280]  好
[01:24:46.280 --> 01:24:47.280]  好
[01:24:47.280 --> 01:24:48.280]  好
[01:24:48.280 --> 01:24:49.280]  好
[01:24:49.280 --> 01:24:50.280]  好
[01:24:50.280 --> 01:24:51.280]  好
[01:24:51.280 --> 01:24:52.280]  好
[01:24:52.280 --> 01:24:53.280]  好
[01:24:53.280 --> 01:24:54.280]  好
[01:24:54.280 --> 01:24:55.280]  好
[01:24:55.280 --> 01:24:56.280]  好
[01:24:56.280 --> 01:24:57.280]  好
[01:24:57.280 --> 01:24:58.280]  好
[01:24:58.280 --> 01:24:59.280]  好
[01:24:59.280 --> 01:25:00.280]  好
[01:25:00.280 --> 01:25:01.280]  好
[01:25:01.280 --> 01:25:02.280]  好
[01:25:02.280 --> 01:25:03.280]  好
[01:25:03.280 --> 01:25:04.280]  好
[01:25:04.280 --> 01:25:05.280]  好
[01:25:05.280 --> 01:25:06.280]  好
[01:25:06.280 --> 01:25:07.280]  好
[01:25:07.280 --> 01:25:08.280]  好
[01:25:08.280 --> 01:25:09.280]  好
[01:25:09.280 --> 01:25:10.280]  好
[01:25:10.280 --> 01:25:11.280]  好
[01:25:11.280 --> 01:25:12.280]  好
[01:25:12.280 --> 01:25:13.280]  好
[01:25:13.280 --> 01:25:14.280]  好
[01:25:14.280 --> 01:25:15.280]  好
[01:25:15.280 --> 01:25:16.280]  好
[01:25:16.280 --> 01:25:17.280]  好
[01:25:17.280 --> 01:25:18.280]  好
[01:25:18.280 --> 01:25:19.280]  好
[01:25:19.280 --> 01:25:20.280]  好
[01:25:20.280 --> 01:25:21.280]  好
[01:25:21.280 --> 01:25:22.280]  好
[01:25:22.280 --> 01:25:23.280]  好
[01:25:23.280 --> 01:25:24.280]  好
[01:25:24.280 --> 01:25:25.280]  好
[01:25:25.280 --> 01:25:26.280]  好
[01:25:26.280 --> 01:25:27.280]  好
[01:25:27.280 --> 01:25:28.280]  好
[01:25:28.280 --> 01:25:29.280]  好
[01:25:29.280 --> 01:25:30.280]  好
[01:25:30.280 --> 01:25:31.280]  好
[01:25:31.280 --> 01:25:32.280]  好
[01:25:32.280 --> 01:25:33.280]  好
[01:25:33.280 --> 01:25:34.280]  好
[01:25:34.280 --> 01:25:35.280]  好
[01:25:35.280 --> 01:25:36.280]  好
[01:25:36.280 --> 01:25:37.280]  好
[01:25:37.280 --> 01:25:38.280]  好
[01:25:38.280 --> 01:25:39.280]  好
[01:25:39.280 --> 01:25:40.280]  好
[01:25:40.280 --> 01:25:41.280]  好
[01:25:41.280 --> 01:25:42.280]  好
[01:25:42.280 --> 01:25:43.280]  好
[01:25:43.280 --> 01:25:44.280]  好
[01:25:44.280 --> 01:25:45.280]  好
[01:25:45.280 --> 01:25:46.280]  好
[01:25:46.280 --> 01:25:47.280]  好
[01:25:47.280 --> 01:25:48.280]  好
[01:25:48.280 --> 01:25:49.280]  好
[01:25:49.280 --> 01:25:50.280]  好
[01:25:50.280 --> 01:25:51.280]  好
[01:25:51.280 --> 01:25:52.280]  好
[01:25:52.280 --> 01:25:53.280]  好
[01:25:53.280 --> 01:25:54.280]  好
[01:25:54.280 --> 01:25:55.280]  好
[01:25:55.280 --> 01:25:56.280]  好
[01:25:56.280 --> 01:25:57.280]  好
[01:25:57.280 --> 01:25:58.280]  好
[01:25:58.280 --> 01:25:59.280]  好
[01:25:59.280 --> 01:26:00.280]  好
[01:26:00.280 --> 01:26:01.280]  好
[01:26:01.280 --> 01:26:02.280]  好
[01:26:02.280 --> 01:26:03.280]  好
[01:26:03.280 --> 01:26:04.280]  好
[01:26:04.280 --> 01:26:05.280]  好
[01:26:05.280 --> 01:26:06.280]  好
[01:26:06.280 --> 01:26:07.280]  好
[01:26:07.280 --> 01:26:08.280]  好
[01:26:08.280 --> 01:26:09.280]  好
[01:26:09.280 --> 01:26:10.280]  好
[01:26:10.280 --> 01:26:11.280]  好
[01:26:11.280 --> 01:26:12.280]  好
[01:26:12.280 --> 01:26:13.280]  好
[01:26:13.280 --> 01:26:14.280]  好
[01:26:14.280 --> 01:26:15.280]  好
[01:26:15.280 --> 01:26:16.280]  好
[01:26:16.280 --> 01:26:17.280]  好
[01:26:17.280 --> 01:26:18.280]  好
[01:26:18.280 --> 01:26:19.280]  好
[01:26:19.280 --> 01:26:20.280]  好
[01:26:20.280 --> 01:26:21.280]  好
[01:26:21.280 --> 01:26:22.280]  好
[01:26:22.280 --> 01:26:23.280]  好
[01:26:23.280 --> 01:26:24.280]  好
[01:26:24.280 --> 01:26:25.280]  好
[01:26:25.280 --> 01:26:26.280]  好
[01:26:26.280 --> 01:26:27.280]  好
[01:26:27.280 --> 01:26:28.280]  好
[01:26:28.280 --> 01:26:29.280]  好
[01:26:29.280 --> 01:26:30.280]  好
[01:26:30.280 --> 01:26:31.280]  好
[01:26:31.280 --> 01:26:32.280]  好
[01:26:32.280 --> 01:26:33.280]  好
[01:26:33.280 --> 01:26:34.280]  好
[01:26:34.280 --> 01:26:35.280]  好
[01:26:35.280 --> 01:26:36.280]  好
[01:26:36.280 --> 01:26:37.280]  好
[01:26:37.280 --> 01:26:38.280]  好
[01:26:38.280 --> 01:26:39.280]  好
[01:26:39.280 --> 01:26:40.280]  好
[01:26:40.280 --> 01:26:41.280]  好
[01:26:41.280 --> 01:26:42.280]  好
[01:26:42.280 --> 01:26:43.280]  好
[01:26:43.280 --> 01:26:44.280]  好
[01:26:44.280 --> 01:26:45.280]  好
[01:26:45.280 --> 01:26:46.280]  好
[01:26:46.280 --> 01:26:47.280]  好
[01:26:47.280 --> 01:26:48.280]  好
[01:26:48.280 --> 01:26:49.280]  好
[01:26:49.280 --> 01:26:50.280]  好
[01:26:50.280 --> 01:26:51.280]  好
[01:26:51.280 --> 01:26:52.280]  好
[01:26:52.280 --> 01:26:53.280]  好
[01:26:53.280 --> 01:26:54.280]  好
[01:26:54.280 --> 01:26:55.280]  好
[01:26:55.280 --> 01:26:56.280]  好
[01:26:56.280 --> 01:26:57.280]  好
[01:26:57.280 --> 01:26:58.280]  好
[01:26:58.280 --> 01:26:59.280]  好
[01:26:59.280 --> 01:27:00.280]  好
[01:27:00.280 --> 01:27:01.280]  好
[01:27:01.280 --> 01:27:02.280]  好
[01:27:02.280 --> 01:27:03.280]  好
[01:27:03.280 --> 01:27:04.280]  好
[01:27:04.280 --> 01:27:05.280]  好
[01:27:05.280 --> 01:27:06.280]  好
[01:27:06.280 --> 01:27:07.280]  好
[01:27:07.280 --> 01:27:08.280]  好
[01:27:08.280 --> 01:27:09.280]  好
[01:27:09.280 --> 01:27:10.280]  好
[01:27:10.280 --> 01:27:11.280]  好
[01:27:11.280 --> 01:27:12.280]  好
[01:27:12.280 --> 01:27:13.280]  好
[01:27:13.280 --> 01:27:14.280]  好
[01:27:14.280 --> 01:27:15.280]  好
[01:27:15.280 --> 01:27:16.280]  好
[01:27:16.280 --> 01:27:17.280]  好
[01:27:17.280 --> 01:27:18.280]  好
[01:27:18.280 --> 01:27:19.280]  好
[01:27:19.280 --> 01:27:20.280]  好
[01:27:20.280 --> 01:27:21.280]  好
[01:27:21.280 --> 01:27:22.280]  好
[01:27:22.280 --> 01:27:23.280]  好
[01:27:23.280 --> 01:27:24.280]  好
[01:27:24.280 --> 01:27:25.280]  好
[01:27:25.280 --> 01:27:26.280]  好
[01:27:26.280 --> 01:27:27.280]  好
[01:27:27.280 --> 01:27:28.280]  好
[01:27:28.280 --> 01:27:29.280]  好
[01:27:29.280 --> 01:27:30.280]  好
[01:27:30.280 --> 01:27:31.280]  好
[01:27:31.280 --> 01:27:32.280]  好
[01:27:32.280 --> 01:27:33.280]  好
[01:27:33.280 --> 01:27:34.280]  好
[01:27:34.280 --> 01:27:35.280]  好
[01:27:35.280 --> 01:27:36.280]  好
[01:27:36.280 --> 01:27:37.280]  好
[01:27:37.280 --> 01:27:38.280]  好
[01:27:38.280 --> 01:27:39.280]  好
[01:27:39.280 --> 01:27:40.280]  好
[01:27:40.280 --> 01:27:41.280]  好
[01:27:41.280 --> 01:27:42.280]  好
[01:27:42.280 --> 01:27:43.280]  好
[01:27:43.280 --> 01:27:44.280]  好
[01:27:44.280 --> 01:27:45.280]  好
[01:27:45.280 --> 01:27:46.280]  好
[01:27:46.280 --> 01:27:47.280]  好
[01:27:47.280 --> 01:27:48.280]  好
[01:27:48.280 --> 01:27:49.280]  好
[01:27:49.280 --> 01:27:50.280]  好
[01:27:50.280 --> 01:27:51.280]  好
[01:27:51.280 --> 01:27:52.280]  好
[01:27:52.280 --> 01:27:53.280]  好
[01:27:53.280 --> 01:27:54.280]  好
[01:27:54.280 --> 01:27:55.280]  好
[01:27:55.280 --> 01:27:56.280]  好
[01:27:56.280 --> 01:27:57.280]  好
[01:27:57.280 --> 01:27:58.280]  好
[01:27:58.280 --> 01:27:59.280]  好
[01:27:59.280 --> 01:28:00.280]  好
[01:28:00.280 --> 01:28:01.280]  好
[01:28:01.280 --> 01:28:02.280]  好
[01:28:02.280 --> 01:28:03.280]  好
[01:28:03.280 --> 01:28:04.280]  好
[01:28:04.280 --> 01:28:05.280]  好
[01:28:05.280 --> 01:28:06.280]  好
[01:28:06.280 --> 01:28:07.280]  好
[01:28:07.280 --> 01:28:08.280]  好
[01:28:08.280 --> 01:28:09.280]  好
[01:28:09.280 --> 01:28:10.280]  好
[01:28:10.280 --> 01:28:11.280]  好
[01:28:11.280 --> 01:28:12.280]  好
[01:28:12.280 --> 01:28:13.280]  好
[01:28:13.280 --> 01:28:14.280]  好
[01:28:14.280 --> 01:28:15.280]  好
[01:28:15.280 --> 01:28:16.280]  好
[01:28:16.280 --> 01:28:17.280]  好
[01:28:17.280 --> 01:28:18.280]  好
[01:28:18.280 --> 01:28:19.280]  好
[01:28:19.280 --> 01:28:20.280]  好
[01:28:20.280 --> 01:28:21.280]  好
[01:28:21.280 --> 01:28:22.280]  好
[01:28:22.280 --> 01:28:23.280]  好
[01:28:23.280 --> 01:28:24.280]  好
[01:28:24.280 --> 01:28:25.280]  好
[01:28:25.280 --> 01:28:26.280]  好
[01:28:26.280 --> 01:28:27.280]  好
[01:28:27.280 --> 01:28:28.280]  好
[01:28:28.280 --> 01:28:29.280]  好
[01:28:29.280 --> 01:28:30.280]  好
[01:28:30.280 --> 01:28:31.280]  好
[01:28:31.280 --> 01:28:32.280]  好
[01:28:32.280 --> 01:28:33.280]  好
[01:28:33.280 --> 01:28:34.280]  好
[01:28:34.280 --> 01:28:35.280]  好
[01:28:35.280 --> 01:28:36.280]  好
[01:28:36.280 --> 01:28:37.280]  好
[01:28:37.280 --> 01:28:38.280]  好
[01:28:38.280 --> 01:28:39.280]  好
[01:28:39.280 --> 01:28:40.280]  好
[01:28:40.280 --> 01:28:41.280]  好
[01:28:41.280 --> 01:28:42.280]  好
[01:28:42.280 --> 01:28:43.280]  好
[01:28:43.280 --> 01:28:44.280]  好
[01:28:44.280 --> 01:28:45.280]  好
[01:28:45.280 --> 01:28:46.280]  好
[01:28:46.280 --> 01:28:47.280]  好
[01:28:47.280 --> 01:28:48.280]  好
[01:28:48.280 --> 01:28:49.280]  好
[01:28:49.280 --> 01:28:50.280]  好
[01:28:50.280 --> 01:28:51.280]  好
[01:28:51.280 --> 01:28:52.280]  好
[01:28:52.280 --> 01:28:53.280]  好
[01:28:53.280 --> 01:28:54.280]  好
[01:28:54.280 --> 01:28:55.280]  好
[01:28:55.280 --> 01:28:56.280]  好
[01:28:56.280 --> 01:28:57.280]  好
[01:28:57.280 --> 01:28:58.280]  好
[01:28:58.280 --> 01:28:59.280]  好
[01:28:59.280 --> 01:29:00.280]  好
[01:29:00.280 --> 01:29:01.280]  好
[01:29:02.280 --> 01:29:03.280]  好
[01:29:03.280 --> 01:29:04.280]  好
[01:29:04.280 --> 01:29:05.280]  好
[01:29:05.280 --> 01:29:06.280]  好
[01:29:06.280 --> 01:29:07.280]  好
